지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
95,2022-01-01 03:07,-15.1,0,141.3,.2,1014.4,1035.4,79.9,0,0
95,2022-01-01 03:08,-15,0,106.7,.3,1014.5,1035.5,79.9,0,0
95,2022-01-01 03:09,-15,0,107.8,.4,1014.4,1035.4,79.7,0,0
95,2022-01-01 03:10,-15,0,97.7,.4,1014.4,1035.4,79.5,0,0
95,2022-01-01 03:11,-15,0,94.1,.4,1014.4,1035.4,79.2,0,0
95,2022-01-01 03:12,-15,0,105.8,.3,1014.3,1035.3,78.9,0,0
95,2022-01-01 03:13,-15,0,101.9,.3,1014.3,1035.3,78.3,0,0
95,2022-01-01 03:14,-15,0,83.4,.4,1014.3,1035.3,77.9,0,0
95,2022-01-01 03:15,-15.1,0,82,.3,1014.4,1035.4,77.9,0,0
95,2022-01-01 03:16,-15.1,0,56.9,.3,1014.4,1035.4,78,0,0
95,2022-01-01 03:17,-15.1,0,49.1,.3,1014.4,1035.4,77.9,0,0
95,2022-01-01 03:18,-15.1,0,54.8,.3,1014.4,1035.4,77.9,0,0
95,2022-01-01 03:19,-15,0,72.5,.4,1014.4,1035.4,77.6,0,0
95,2022-01-01 03:20,-15,0,66.4,.6,1014.3,1035.3,77.1,0,0
95,2022-01-01 03:21,-15.1,0,62.4,.8,1014.2,1035.2,77,0,0
95,2022-01-01 03:22,-15.1,0,79.1,.7,1014.2,1035.2,77.1,0,0
95,2022-01-01 03:23,-15,0,83,.5,1014.2,1035.2,77.2,0,0
95,2022-01-01 03:24,-15,0,72.5,.4,1014.2,1035.2,76.9,0,0
95,2022-01-01 03:25,-15,0,4.9,0,1014.2,1035.2,76.5,0,0
95,2022-01-01 03:26,-15,0,341.2,.3,1014.2,1035.2,76.4,0,0
95,2022-01-01 03:27,-15.2,0,349.6,.4,1014.1,1035.1,76.3,0,0
95,2022-01-01 03:28,-15.3,0,2.7,.3,1014.2,1035.2,76.7,0,0
95,2022-01-01 03:29,-15.4,0,20.8,.2,1014.2,1035.2,77.1,0,0
95,2022-01-01 03:30,-15.4,0,29.9,.3,1014.1,1035.1,77.5,0,0
95,2022-01-01 03:31,-15.3,0,30.2,.4,1014.1,1035.1,77.9,0,0
95,2022-01-01 03:32,-15.2,0,41.2,.4,1014.1,1035.1,78,0,0
95,2022-01-01 03:33,-15.2,0,56.9,.2,1014.1,1035.1,77.8,0,0
95,2022-01-01 03:34,-15.2,0,74.9,0,1014.1,1035.1,77.8,0,0
95,2022-01-01 03:35,-15.2,0,0,0,1014.1,1035.1,78,0,0
95,2022-01-01 03:36,-15.2,0,18.5,.1,1014.1,1035.1,78,0,0
95,2022-01-01 03:37,-15.2,0,16.3,.2,1014.1,1035.1,78.1,0,0
95,2022-01-01 03:38,-15.2,0,330.2,.2,1014.1,1035.1,78.2,0,0
95,2022-01-01 03:39,-15.3,0,308.7,.2,1014.1,1035.1,78.3,0,0
95,2022-01-01 03:40,-15.3,0,307.8,.2,1014.1,1035.1,78.8,0,0
95,2022-01-01 03:41,-15.3,0,296.7,.2,1014.1,1035.1,79,0,0
95,2022-01-01 03:42,-15.3,0,300.9,.1,1014.1,1035.1,79.2,0,0
95,2022-01-01 03:43,-15.2,0,219.9,.1,1014.1,1035.1,79.4,0,0
95,2022-01-01 03:44,-15.2,0,219.3,.4,1014.1,1035.1,79.6,0,0
95,2022-01-01 03:45,-15.2,0,215.3,.5,1014.1,1035.1,79.8,0,0
95,2022-01-01 03:46,-15.2,0,203.3,.5,1014.1,1035.1,80.1,0,0
95,2022-01-01 03:47,-15.2,0,197.6,.4,1014.1,1035.1,80.5,0,0
95,2022-01-01 03:48,-15.2,0,200.5,.4,1014.1,1035.1,80.8,0,0
95,2022-01-01 03:49,-15.1,0,194.1,.6,1014.1,1035.1,81.1,0,0
95,2022-01-01 03:50,-15.1,0,193.5,.6,1014.1,1035.1,81.5,0,0
95,2022-01-01 03:51,-15,0,172.3,.5,1014.1,1035.1,81.7,0,0
95,2022-01-01 03:52,-15,0,169.7,.6,1014.1,1035.1,81.8,0,0
95,2022-01-01 03:53,-15,0,167.7,.5,1014.1,1035.1,81.7,0,0
95,2022-01-01 03:54,-15,0,167.1,.4,1014.1,1035.1,81.4,0,0
95,2022-01-01 03:55,-15,0,153.6,.3,1014,1035,81.3,0,0
95,2022-01-01 03:56,-15.1,0,127.2,0,1014,1035,81.1,0,0
95,2022-01-01 03:57,-15.1,0,0,0,1014.1,1035.1,80.9,0,0
95,2022-01-01 03:58,-15.1,0,0,0,1014,1035,80.9,0,0
95,2022-01-01 03:59,-15.1,0,57.6,.1,1014,1035,81,0,0
95,2022-01-01 04:00,-15.2,0,34.8,.3,1014,1035,81.1,0,0
95,2022-01-01 04:01,-15.2,0,22.3,.2,1014,1035,80.8,0,0
95,2022-01-01 04:02,-15.3,0,8.4,.3,1014,1035,80.7,0,0
95,2022-01-01 04:03,-15.4,0,10.7,.6,1014,1035,80.8,0,0
95,2022-01-01 04:04,-15.4,0,20.8,.6,1014,1035,81,0,0
95,2022-01-01 04:05,-15.4,0,28.4,.5,1014,1035,81.1,0,0
95,2022-01-01 04:06,-15.4,0,21.6,.6,1014,1035,81.1,0,0
95,2022-01-01 04:07,-15.5,0,11,.8,1014,1035,80.6,0,0
95,2022-01-01 04:08,-15.6,0,6.5,.6,1014,1035,80.4,0,0
95,2022-01-01 04:09,-15.7,0,11.9,.5,1014,1035,80.4,0,0
95,2022-01-01 04:10,-15.8,0,19.9,.5,1014,1035.1,80.7,0,0
95,2022-01-01 04:11,-15.8,0,17.1,.5,1014.1,1035.2,81.3,0,0
95,2022-01-01 04:12,-15.9,0,18.6,.7,1014.1,1035.2,81.7,0,0
95,2022-01-01 04:13,-15.9,0,21.6,.8,1014.1,1035.2,82.3,0,0
95,2022-01-01 04:14,-15.9,0,23.9,.8,1014.1,1035.2,83.1,0,0
95,2022-01-01 04:15,-15.8,0,42.6,.7,1014.1,1035.2,83.9,0,0
95,2022-01-01 04:16,-15.8,0,50.8,.8,1014.1,1035.2,84.4,0,0
95,2022-01-01 04:17,-15.8,0,54.7,.7,1014.1,1035.2,85.1,0,0
95,2022-01-01 04:18,-15.7,0,61.1,.4,1014,1035,85.7,0,0
95,2022-01-01 04:19,-15.6,0,50.1,.7,1014.1,1035.1,86,0,0
95,2022-01-01 04:20,-15.6,0,29.3,.4,1014.1,1035.1,85.7,0,0
95,2022-01-01 04:21,-15.6,0,23,.5,1014.1,1035.1,85.2,0,0
95,2022-01-01 04:22,-15.6,0,36.4,.5,1014.1,1035.1,84.7,0,0
95,2022-01-01 04:23,-15.6,0,38.4,.7,1014.1,1035.1,84.3,0,0
95,2022-01-01 04:24,-15.7,0,37.7,.6,1014.1,1035.1,84.3,0,0
95,2022-01-01 04:25,-15.6,0,43.1,.7,1014.1,1035.1,84.2,0,0
95,2022-01-01 04:26,-15.7,0,54.7,.7,1014.1,1035.1,83.9,0,0
95,2022-01-01 04:27,-15.6,0,55.5,.4,1014.1,1035.1,83.7,0,0
95,2022-01-01 04:28,-15.6,0,76.8,.3,1014.1,1035.1,83.5,0,0
95,2022-01-01 04:29,-15.6,0,55.7,.3,1014.1,1035.1,83.2,0,0
95,2022-01-01 04:30,-15.5,0,59.5,.6,1014.1,1035.1,83,0,0
95,2022-01-01 04:31,-15.5,0,50.7,.9,1014,1035,82.7,0,0
95,2022-01-01 04:32,-15.6,0,47.7,.7,1014,1035,82.2,0,0
95,2022-01-01 04:33,-15.6,0,54.4,.9,1014,1035,82.1,0,0
95,2022-01-01 04:34,-15.6,0,32.7,.7,1014,1035,82.1,0,0
95,2022-01-01 04:35,-15.6,0,26.3,.7,1014,1035,82.1,0,0
95,2022-01-01 04:36,-15.6,0,15.9,.8,1014,1035,82.1,0,0
95,2022-01-01 04:37,-15.7,0,13.8,.7,1014,1035,82.3,0,0
95,2022-01-01 04:38,-15.7,0,16.5,.6,1014,1035,82.4,0,0
95,2022-01-01 04:39,-15.7,0,13.6,.7,1014,1035,82.8,0,0
95,2022-01-01 04:40,-15.7,0,7.3,.6,1014,1035,82.8,0,0
95,2022-01-01 04:41,-15.7,0,344.3,.4,1014,1035,83.2,0,0
95,2022-01-01 04:42,-15.7,0,329.9,.2,1014,1035,83.4,0,0
95,2022-01-01 04:43,-15.7,0,349.8,.4,1014,1035,83.6,0,0
95,2022-01-01 04:44,-15.8,0,354.8,.5,1014,1035.1,83.7,0,0
95,2022-01-01 04:45,-15.8,0,358.5,.5,1014,1035.1,83.8,0,0
95,2022-01-01 04:46,-15.9,0,349.1,.4,1014,1035.1,84,0,0
95,2022-01-01 04:47,-15.9,0,356.5,.4,1014,1035.1,84.2,0,0
95,2022-01-01 04:48,-15.9,0,354,.4,1014,1035.1,84.5,0,0
95,2022-01-01 04:49,-15.9,0,348.9,.4,1014,1035.1,84.9,0,0
95,2022-01-01 04:50,-15.9,0,322,.3,1014,1035.1,85.3,0,0
95,2022-01-01 04:51,-15.8,0,323.9,.2,1014,1035.1,85.6,0,0
95,2022-01-01 04:52,-15.8,0,313.3,0,1014,1035.1,85.4,0,0
95,2022-01-01 04:53,-15.8,0,0,0,1014,1035.1,85.4,0,0
95,2022-01-01 04:54,-15.8,0,351.2,.1,1014,1035.1,85.3,0,0
95,2022-01-01 04:55,-15.8,0,10.5,.3,1014,1035.1,85.1,0,0
95,2022-01-01 04:56,-15.9,0,32.6,.1,1014,1035.1,85,0,0
95,2022-01-01 04:57,-15.9,0,10.3,.1,1014,1035.1,85,0,0
95,2022-01-01 04:58,-15.9,0,43.7,0,1013.9,1035,85.2,0,0
95,2022-01-01 04:59,-15.8,0,85.5,.1,1013.9,1035,85.3,0,0
95,2022-01-01 05:00,-15.8,0,44.6,0,1013.9,1035,85.1,0,0
95,2022-01-01 05:01,-15.8,0,340.1,.1,1014,1035.1,84.9,0,0
95,2022-01-01 05:02,-15.7,0,333,.2,1014,1035,84.8,0,0
95,2022-01-01 05:03,-15.7,0,314.5,.3,1014,1035,84.5,0,0
95,2022-01-01 05:04,-15.8,0,331.1,.1,1013.9,1035,84,0,0
95,2022-01-01 05:05,-15.8,0,0,0,1014,1035.1,83.8,0,0
95,2022-01-01 05:06,-15.8,0,277.9,.4,1014,1035.1,83.7,0,0
95,2022-01-01 05:07,-15.7,0,278.7,.3,1014,1035,84.3,0,0
95,2022-01-01 05:08,-15.7,0,284.6,.2,1014,1035,84.5,0,0
95,2022-01-01 05:09,-15.7,0,248,.3,1014,1035,84.4,0,0
95,2022-01-01 05:10,-15.6,0,241.1,.5,1014,1035,84.7,0,0
95,2022-01-01 05:11,-15.5,0,244.9,.5,1014,1035,85,0,0
95,2022-01-01 05:12,-15.4,0,245.9,.6,1014,1035,84.9,0,0
95,2022-01-01 05:13,-15.3,0,237.1,.6,1014.1,1035.1,84.6,0,0
95,2022-01-01 05:14,-15.3,0,217.9,.5,1014.1,1035.1,84.5,0,0
95,2022-01-01 05:15,-15.4,0,207.3,.2,1014.1,1035.1,84.2,0,0
95,2022-01-01 05:16,-15.4,0,228.9,.2,1014.1,1035.1,84.1,0,0
95,2022-01-01 05:17,-15.4,0,241.6,0,1014.1,1035.1,84.2,0,0
95,2022-01-01 05:18,-15.4,0,0,0,1014.1,1035.1,84.3,0,0
95,2022-01-01 05:19,-15.4,0,0,0,1014,1035,84.7,0,0
