콘존ID,콘존길이,기점종점방향구분코드,시작노드ID,종료노드ID,차로수,노선번호,제한속도,노선구성순번,콘존명,버스전용차로유무,도로등급구분코드
0010CZS450,2680.00,S,0309,0305,5,0010,110.00,11,신갈JC-수원신갈IC,1,101
0010CZS460,8340.00,S,0280,0309,5,0010,110.00,10,서울TG-신갈JC,1,101
0010CZS470,3640.00,S,0274,0280,5,0010,110.00,9,판교IC-서울TG,1,101
0010CZS480,1100.00,S,0273,0274,5,0010,110.00,8,판교JC-판교IC,1,101
0010CZS490,390.00,S,0460,0273,5,0010,110.00,7,대왕판교IC-판교JC,1,101
0010CZS500,570.00,S,0681,0460,5,0010,110.00,6,금토JC-대왕판교IC,1,101
0010CZS505,7050.00,S,0238,0681,5,0010,100.00,5,양재IC-금토JC,0,101
0010CZS510,2490.00,S,0237,0238,4,0010,100.00,4,서초IC-양재IC,1,101
0010CZS520,1780.00,S,0233,0237,4,0010,100.00,3,반포IC-서초IC,1,101
0010CZS521,1380.00,S,0487,0233,4,0010,100.00,2,잠원IC-반포IC,1,101
0010CZS522,1300.00,S,0476,0487,4,0010,100.00,1,한남IC-잠원IC,1,101
0100CZE010,3800.00,E,0222,0221,2,0100,100.00,1,서순천IC-순천IC,0,101
0100CZE020,1800.00,E,0221,0535,2,0100,100.00,2,순천IC-순천JC,0,101
0100CZE025,7000.00,E,0535,0212,2,0100,100.00,3,순천JC-광양IC,0,101
0100CZE030,5100.00,E,0212,0215,2,0100,100.00,4,광양IC-동광양IC,0,101
0100CZE040,6500.00,E,0215,0214,2,0100,100.00,5,동광양IC-옥곡IC,0,101
0100CZE050,4400.00,E,0214,0213,2,0100,100.00,6,옥곡IC-진월IC,0,101
0100CZE060,7000.00,E,0213,0227,2,0100,100.00,7,진월IC-하동IC,0,101
0100CZE070,10100.00,E,0227,0130,2,0100,100.00,8,하동IC-진교IC,0,101
0100CZE080,6400.00,E,0130,0131,2,0100,100.00,9,진교IC-곤양IC,0,101
0100CZE090,8000.00,E,0131,0126,2,0100,100.00,10,곤양IC-축동IC,0,101
0100CZE100,5900.00,E,0126,0132,2,0100,100.00,11,축동IC-사천IC,0,101
0100CZE110,2500.00,E,0132,0133,2,0100,100.00,12,사천IC-진주JC,0,101
0100CZE120,3200.00,E,0133,0134,2,0100,100.00,13,진주JC-진주IC,0,101
0100CZE130,4000.00,E,0134,0128,2,0100,80.00,14,진주IC-문산IC,0,101
0100CZE140,6900.00,E,0128,0136,2,0100,100.00,15,문산IC-진성IC,0,101
0100CZE150,6000.00,E,0136,0127,2,0100,80.00,16,진성IC-지수IC,0,101
0100CZE160,9200.00,E,0127,0168,2,0100,100.00,17,지수IC-군북IC,0,101
0100CZE170,2800.00,E,0168,0129,2,0100,100.00,18,군북IC-장지IC,0,101
0100CZE180,3600.00,E,0129,0149,2,0100,100.00,19,장지IC-함안IC,0,101
0100CZE190,8700.00,E,0149,0124,2,0100,100.00,20,함안IC-산인JC,0,101
0100CZE200,3100.00,E,0124,0148,2,0100,100.00,21,산인JC-칠원JC,0,101
0100CZE205,4900.00,E,0148,0650,2,0100,100.00,22,칠원JC - 창원1터널(서측),0,101
0100CZE210,2700.00,E,0650,0651,2,0100,100.00,23,창원1터널(서측) - 창원1터널(동측),0,101
0100CZE215,1200.00,E,0651,0150,2,0100,100.00,24,창원1터널(동측) - 북창원IC,0,101
0100CZE220,3600.00,E,0150,0145,2,0100,100.00,25,북창원IC-창원JC,0,101
0100CZE230,5000.00,E,0145,0146,2,0100,100.00,26,창원JC-동창원IC,0,101
0100CZE240,2300.00,E,0146,0663,2,0100,100.00,27,동창원IC-진영JC,0,101
0100CZE245,4000.00,E,0663,0143,4,0100,100.00,28,진영JC-진례IC,0,101
0100CZE250,3200.00,E,0143,0624,4,0100,100.00,29,진례IC-진례JC,0,101
0100CZE255,3800.00,E,0624,0139,4,0100,100.00,30,진례JC-냉정JC,0,101
0100CZE260,4800.00,E,0139,0138,4,0100,100.00,31,냉정JC-서김해IC,0,101
0100CZE270,4500.00,E,0138,0140,3,0100,100.00,32,서김해IC-동김해IC,0,101
0100CZE280,2700.00,E,0140,0577,3,0100,100.00,33,동김해IC-김해JC,0,101
0100CZE282,1600.00,E,0577,0497,3,0100,100.00,34,김해JC-북부산TG,0,101
0100CZE285,3200.00,E,0497,0003,2,0100,100.00,35,북부산TG-대저JC,0,101
0100CZE290,2860.00,E,0003,0006,2,0100,100.00,36,대저JC-덕천IC,0,101
0100CZE300,1640.00,E,0006,0450,2,0100,100.00,37,덕천IC-구포IC,0,101
0100CZS010,3800.00,S,0221,0222,2,0100,100.00,37,순천IC-서순천IC,0,101
0100CZS020,1800.00,S,0535,0221,2,0100,100.00,36,순천JC-순천IC,0,101
0100CZS025,7000.00,S,0212,0535,2,0100,100.00,35,광양IC-순천JC,0,101
0100CZS030,5100.00,S,0215,0212,2,0100,100.00,34,동광양IC-광양IC,0,101
0100CZS040,6500.00,S,0214,0215,2,0100,100.00,33,옥곡IC-동광양IC,0,101
0100CZS050,4400.00,S,0213,0214,2,0100,100.00,32,진월IC-옥곡IC,0,101
0100CZS060,7000.00,S,0227,0213,2,0100,100.00,31,하동IC-진월IC,0,101
0100CZS070,10100.00,S,0130,0227,2,0100,100.00,30,진교IC-하동IC,0,101
0100CZS080,6400.00,S,0131,0130,2,0100,100.00,29,곤양IC-진교IC,0,101
0100CZS090,8000.00,S,0126,0131,2,0100,100.00,28,축동IC-곤양IC,0,101
0100CZS100,5900.00,S,0132,0126,2,0100,100.00,27,사천IC-축동IC,0,101
0100CZS110,2500.00,S,0133,0132,2,0100,100.00,26,진주JC-사천IC,0,101
0100CZS120,3200.00,S,0134,0133,2,0100,80.00,25,진주IC-진주JC,0,101
0100CZS130,4000.00,S,0128,0134,2,0100,100.00,24,문산IC-진주IC,0,101
0100CZS140,6900.00,S,0136,0128,2,0100,80.00,23,진성IC-문산IC,0,101
0100CZS150,6000.00,S,0127,0136,2,0100,100.00,22,지수IC-진성IC,0,101
0100CZS160,9200.00,S,0168,0127,2,0100,100.00,21,군북IC-지수IC,0,101
0100CZS170,2800.00,S,0129,0168,2,0100,100.00,20,장지IC-군북IC,0,101
0100CZS180,3600.00,S,0149,0129,2,0100,100.00,19,함안IC-장지IC,0,101
0100CZS190,8700.00,S,0124,0149,2,0100,80.00,18,산인JC-함안IC,0,101
0100CZS200,3100.00,S,0148,0124,2,0100,100.00,17,칠원JC-산인JC,0,101
0100CZS205,4900.00,S,0650,0148,2,0100,100.00,16,창원1터널(서측) - 철원JC,0,101
0100CZS210,2700.00,S,0651,0650,2,0100,100.00,15,창원1터널(동측) - 창원1터널(서측),0,101
0100CZS215,1200.00,S,0150,0651,2,0100,100.00,14,북창원IC - 창원1터널(동측),0,101
0100CZS220,3600.00,S,0145,0150,2,0100,100.00,13,창원JC-북창원IC,0,101
0100CZS230,5000.00,S,0146,0145,2,0100,100.00,12,동창원IC-창원JC,0,101
0100CZS240,2300.00,S,0663,0146,2,0100,100.00,11,진영JC-동창원IC,0,101
0100CZS245,4000.00,S,0143,0663,4,0100,100.00,10,진례IC-진례IC,0,101
0100CZS250,3200.00,S,0624,0143,4,0100,100.00,9,진례IC-진례JC,0,101
0100CZS255,3800.00,S,0139,0624,4,0100,100.00,8,냉정JC-진례JC,0,101
0100CZS260,4800.00,S,0138,0139,4,0100,100.00,7,서김해IC-냉정JC,0,101
0100CZS270,4500.00,S,0140,0138,3,0100,100.00,6,동김해IC-서김해IC,0,101
0100CZS280,2700.00,S,0577,0140,3,0100,100.00,5,김해JC-동김해IC,0,101
0100CZS282,1600.00,S,0497,0577,3,0100,100.00,4,북부산TG-김해JC,0,101
0100CZS285,3200.00,S,0003,0497,2,0100,100.00,3,대저JC-북부산TG,0,101
0100CZS290,2860.00,S,0006,0003,2,0100,100.00,2,덕천IC-대저JC,0,101
0100CZS300,1640.00,S,0450,0006,2,0100,100.00,1,구포IC-덕천IC,0,101
0101CZE010,360.00,E,0548,0549,2,0101,100.00,1,시점(영암군학산면은곡리)-서영암IC,0,101
0101CZE020,4550.00,E,0549,0550,2,0101,100.00,2,서영암IC-서영암TG,0,101
0101CZE030,430.00,E,0550,0551,2,0101,100.00,3,서영암TG-서호학산IC,0,101
0101CZE040,14190.00,E,0551,0552,2,0101,100.00,4,서호학산IC-강진IC,0,101
0101CZE050,18730.00,E,0552,0553,2,0101,100.00,5,강진IC-장흥IC,0,101
0101CZE060,22940.00,E,0553,0554,2,0101,100.00,6,장흥IC-보성IC,0,101
0101CZE070,18510.00,E,0554,0555,2,0101,100.00,7,보성IC-벌교IC,0,101
0101CZE080,4720.00,E,0555,0556,2,0101,100.00,8,벌교IC-고흥IC,0,101
0101CZE090,12820.00,E,0556,0557,2,0101,100.00,9,고흥IC-남순천TG,0,101
0101CZE100,3010.00,E,0557,0558,2,0101,100.00,10,남순천TG-순천만IC,0,101
0101CZE110,4700.00,E,0558,0559,2,0101,100.00,11,순천만IC-도롱IC,0,101
0101CZE120,1640.00,E,0559,0560,2,0101,100.00,12,도롱IC-해룡IC,0,101
0101CZE130,240.00,E,0560,0561,2,0101,100.00,13,해룡IC-종점(순천시해룡면성산리),0,101
0101CZS010,360.00,S,0549,0548,2,0101,100.00,13,서영암IC-시점(영암군학산면은곡리),0,101
0101CZS020,4550.00,S,0550,0549,2,0101,100.00,12,서영암TG-서영암IC,0,101
0101CZS030,430.00,S,0551,0550,2,0101,100.00,11,서호학산IC-서영암TG,0,101
0101CZS040,14190.00,S,0552,0551,2,0101,100.00,10,강진IC-서호학산IC,0,101
0101CZS050,18730.00,S,0553,0552,2,0101,100.00,9,장흥IC-강진IC,0,101
0101CZS060,22940.00,S,0554,0553,2,0101,100.00,8,보성IC-장흥IC,0,101
0101CZS070,18510.00,S,0555,0554,2,0101,100.00,7,벌교IC-보성IC,0,101
0101CZS080,4720.00,S,0556,0555,2,0101,100.00,6,고흥IC-벌교IC,0,101
0101CZS090,12820.00,S,0557,0556,2,0101,100.00,5,남순천TG-고흥IC,0,101
0101CZS100,3010.00,S,0558,0557,2,0101,100.00,4,순천만IC-남순천TG,0,101
0101CZS110,4700.00,S,0559,0558,2,0101,100.00,3,도롱IC-순천만IC,0,101
0101CZS120,1640.00,S,0560,0559,2,0101,100.00,2,해룡IC-도롱IC,0,101
0101CZS130,240.00,S,0561,0560,2,0101,100.00,1,종점(순천시해룡면성산리)-해룡IC,0,101
0105CZE100,5100.00,E,0620,0621,2,0105,100.00,1,남문대교-진해IC,0,109
0105CZE110,4400.00,E,0621,0622,2,0105,100.00,2,진해IC-대청IC,0,109
0105CZE120,5600.00,E,0622,0623,2,0105,100.00,3,대청IC-산본IC,0,109
0105CZE130,600.00,E,0623,0624,2,0105,100.00,4,산본IC-진례JC,0,109
0105CZS100,5100.00,S,0621,0620,2,0105,100.00,4,진해IC-남문대교,0,109
0105CZS110,4400.00,S,0622,0621,2,0105,100.00,3,대청IC-진해IC,0,109
0105CZS120,5600.00,S,0623,0622,2,0105,100.00,2,산본IC-대청IC,0,109
0105CZS130,600.00,S,0624,0623,2,0105,100.00,1,진례JC-산본IC,0,109
0120CZE090,3000.00,E,0197,0348,3,0120,100.00,1,고서JC-담양JC,0,101
0120CZE100,3740.00,E,0348,0200,2,0120,100.00,2,담양JC-담양IC,0,101
0120CZE110,18200.00,E,0200,0176,2,0120,100.00,3,담양IC-순창IC,0,101
0120CZE120,17560.00,E,0176,0539,2,0120,100.00,4,순창IC-남원JC,0,101
0120CZE125,9040.00,E,0539,0177,2,0120,100.00,5,남원JC-남원IC,0,101
0120CZE130,9500.00,E,0177,0173,2,0120,100.00,6,남원IC~동남원IC,0,101
0120CZE140,11500.00,E,0173,0179,2,0120,100.00,7,동남원IC~지리산IC,0,101
0120CZE150,14080.00,E,0179,1013,2,0120,100.00,8,지리산IC-서함양IC,0,101
0120CZE155,3730.00,E,1013,0161,2,0120,100.00,9,서함양IC-함양IC,0,101
0120CZE160,1880.00,E,0161,0162,2,0120,100.00,10,함양IC-함양JC,0,101
0120CZE170,24170.00,E,0162,0165,2,0120,100.00,11,함양JC-거창IC,0,101
0120CZE180,10600.00,E,0165,0166,2,0120,100.00,12,거창IC-가조IC,0,101
0120CZE190,14800.00,E,0166,0167,2,0120,100.00,13,가조IC-해인사IC,0,101
0120CZE200,6400.00,E,0167,0113,2,0120,100.00,14,해인사IC-고령IC,0,101
0120CZE210,12620.00,E,0113,0114,2,0120,100.00,15,고령IC-동고령IC,0,101
0120CZE220,1980.00,E,0114,0357,2,0120,100.00,16,동고령IC-고령JC,0,101
0120CZE230,9600.00,E,0357,0016,3,0120,100.00,17,고령JC-옥포JC,0,101
0120CZS090,3000.00,S,0348,0197,3,0120,100.00,17,담양JC-고서JC,0,101
0120CZS100,3740.00,S,0200,0348,2,0120,100.00,16,담양IC-담양JC,0,101
0120CZS110,18200.00,S,0176,0200,2,0120,100.00,15,순창IC-담양IC,0,101
0120CZS120,17560.00,S,0539,0176,2,0120,100.00,14,남원JC-순창IC,0,101
0120CZS125,9040.00,S,0177,0539,2,0120,100.00,13,남원IC-남원JC,0,101
0120CZS130,9500.00,S,0173,0177,2,0120,100.00,12,동남원IC~남원IC,0,101
0120CZS140,11500.00,S,0179,0173,2,0120,100.00,11,지리산IC~동남원IC,0,101
0120CZS150,14080.00,S,1013,0179,2,0120,100.00,10,서함양IC-지리산IC,0,101
0120CZS155,3730.00,S,0161,1013,2,0120,100.00,9,함양IC-서함양IC,0,101
0120CZS160,1880.00,S,0162,0161,2,0120,100.00,8,함양JC-함양IC,0,101
0120CZS170,24170.00,S,0165,0162,2,0120,100.00,7,거창IC-함양JC,0,101
0120CZS180,10600.00,S,0166,0165,2,0120,100.00,6,가조IC-거창IC,0,101
0120CZS190,14800.00,S,0167,0166,2,0120,100.00,5,해인사IC-가조IC,0,101
0120CZS200,6400.00,S,0113,0167,2,0120,100.00,4,고령IC-해인사IC,0,101
0120CZS210,12620.00,S,0114,0113,2,0120,100.00,3,동고령IC-고령IC,0,101
0120CZS220,1980.00,S,0357,0114,2,0120,100.00,2,고령JC-동고령IC,0,101
0120CZS230,9600.00,S,0016,0357,3,0120,100.00,1,옥포JC-고령JC,0,101
0121CZE010,3280.00,E,0361,0379,2,0121,100.00,1,무안공항IC-북무안IC,0,101
0121CZE020,5920.00,E,0379,0377,2,0121,100.00,2,북무안IC-함평JC,0,101
0121CZE030,5680.00,E,0377,0359,2,0121,100.00,3,함평JC-동함평IC,0,101
0121CZE040,5200.00,E,0359,0376,2,0121,100.00,4,동함평IC-문평IC,0,101
0121CZE050,9900.00,E,0376,0360,2,0121,100.00,5,문평IC-나주IC,0,101
0121CZE060,4000.00,E,0360,0469,2,0121,100.00,6,나주IC-서광산IC,0,101
0121CZE070,2900.00,E,0469,0470,2,0121,100.00,7,서광산IC-동광산TG,0,101
0121CZE080,4090.00,E,0470,0471,2,0121,100.00,8,동광산TG-운수IC,0,101
0121CZS010,3280.00,S,0379,0361,2,0121,100.00,8,북무안IC-무안공항IC,0,101
0121CZS020,5920.00,S,0377,0379,2,0121,100.00,7,함평JC-북무안IC,0,101
0121CZS030,5680.00,S,0359,0377,2,0121,100.00,6,동함평IC-함평JC,0,101
0121CZS040,5200.00,S,0376,0359,2,0121,100.00,5,문평IC-동함평IC,0,101
0121CZS050,9900.00,S,0360,0376,2,0121,100.00,4,나주IC-문평IC,0,101
0121CZS060,4000.00,S,0469,0360,2,0121,100.00,3,서광산IC-나주IC,0,101
0121CZS070,2900.00,S,0470,0469,2,0121,100.00,2,동광산TG-서광산IC,0,101
0121CZS080,4090.00,S,0471,0470,2,0121,100.00,1,운수IC-동광산TG,0,101
0140CZE010,3000.00,E,0373,0468,2,0140,100.00,1,고창JC-남고창IC,0,101
0140CZE020,9600.00,E,0468,0374,2,0140,100.00,2,남고창IC-장성물류IC,0,101
0140CZE030,4520.00,E,0374,0375,2,0140,100.00,3,장성물류IC-장성JC,0,101
0140CZE040,11810.00,E,0375,0380,2,0140,100.00,4,장성JC-북광주IC,0,101
0140CZE050,7310.00,E,0380,0348,2,0140,100.00,5,북광주IC-담양JC,0,101
0140CZE060,6060.00,E,0348,0347,2,0140,100.00,6,담양JC-대덕JC,0,101
0140CZS010,3000.00,S,0468,0373,2,0140,100.00,6,남고창IC-고창JC,0,101
0140CZS020,9600.00,S,0374,0468,2,0140,100.00,5,장성물류IC-남고창IC,0,101
0140CZS030,4520.00,S,0375,0374,2,0140,100.00,4,장성JC-장성물류IC,0,101
0140CZS040,11810.00,S,0380,0375,2,0140,100.00,3,북광주IC-장성JC,0,101
0140CZS050,7310.00,S,0348,0380,2,0140,100.00,2,담양JC-북광주IC,0,101
0140CZS060,6060.00,S,0347,0348,2,0140,100.00,1,대덕JC-담양JC,0,101
0141CZE200,20540.00,E,1025,1026,2,0141,100.00,1,밀양JC-배내골IC,0,101
0141CZE210,9080.00,E,1026,1027,2,0141,100.00,2,배내골IC-서울주JC,0,101
0141CZE220,14630.00,E,1027,1028,2,0141,100.00,3,서울주JC-울주JC,0,101
0141CZS200,20540.00,S,1026,1025,2,0141,100.00,3,배내골IC-밀양JC,0,101
0141CZS210,9080.00,S,1027,1026,2,0141,100.00,2,서울주JC-배내골IC,0,101
0141CZS220,14630.00,S,1028,1027,2,0141,100.00,1,울주JCT-서울주JC,0,101
0150CZE005,260.00,E,0492,0192,2,0150,110.00,1,서해안선시점-목포IC,0,101
0150CZE010,6000.00,E,0192,0193,2,0150,110.00,2,목포IC-일로IC,0,101
0150CZE020,1040.00,E,0193,0208,2,0150,110.00,3,일로IC-목포TG,0,101
0150CZE030,16240.00,E,0208,0194,2,0150,110.00,4,목포TG-무안IC,0,101
0150CZE040,2460.00,E,0194,0377,2,0150,110.00,5,무안IC-함평JC,0,101
0150CZE050,7810.00,E,0377,0195,2,0150,110.00,6,함평JC-함평IC,0,101
0150CZE060,24330.00,E,0195,0201,2,0150,110.00,7,함평IC-영광IC,0,101
0150CZE070,14790.00,E,0201,0373,2,0150,110.00,8,영광IC-고창JC,0,101
0150CZE080,4010.00,E,0373,0178,2,0150,110.00,9,고창JC-고창IC,0,101
0150CZE090,7910.00,E,0178,0180,2,0150,110.00,10,고창IC-선운산IC,0,101
0150CZE100,9870.00,E,0180,0230,2,0150,110.00,11,선운산IC-줄포IC,0,101
0150CZE110,16180.00,E,0230,0183,2,0150,110.00,12,줄포IC-부안IC,0,101
0150CZE120,13930.00,E,0183,0187,2,0150,110.00,13,부안IC-서김제IC,0,101
0150CZE130,12550.00,E,0187,0205,2,0150,110.00,14,서김제IC-동군산IC,0,101
0150CZE140,8400.00,E,0205,0206,2,0150,110.00,15,동군산IC-군산IC,0,101
0150CZE150,6220.00,E,0206,0417,2,0150,110.00,16,군산IC-동서천JC,0,101
0150CZE160,8990.00,E,0417,0169,2,0150,110.00,17,동서천JC-서천IC,0,101
0150CZE170,11910.00,E,0169,0088,2,0150,110.00,18,서천IC-춘장대IC,0,101
0150CZE180,8710.00,E,0088,0086,2,0150,110.00,19,춘장대IC-무창포IC,0,101
0150CZE190,11990.00,E,0086,0092,2,0150,110.00,20,무창포IC-대천IC,0,101
0150CZE200,19720.00,E,0092,0094,2,0150,110.00,21,대천IC-광천IC,0,101
0150CZE210,10800.00,E,0094,0045,2,0150,110.00,22,광천IC-홍성IC,0,101
0150CZE220,13680.00,E,0045,0047,2,0150,110.00,23,홍성IC-해미IC,0,101
0150CZE230,10720.00,E,0047,0051,2,0150,110.00,24,해미IC-서산IC,0,101
0150CZE240,6580.00,E,0051,0053,2,0150,110.00,25,서산IC-당진JC,0,101
0150CZE250,9370.00,E,0053,0054,3,0150,110.00,26,당진JC-당진IC,0,101
0150CZE260,8070.00,E,0054,0055,3,0150,110.00,27,당진IC-송악IC,0,101
0150CZE270,12640.00,E,0055,0299,3,0150,110.00,28,송악IC-서평택IC,0,101
0150CZE280,6530.00,E,0299,0303,3,0150,110.00,29,서평택IC-서평택JC,0,101
0150CZE290,7820.00,E,0303,0245,3,0150,110.00,30,서평택JC-발안IC,0,101
0150CZE300,13620.00,E,0245,0240,3,0150,110.00,31,발안IC-비봉IC,0,101
0150CZE310,4020.00,E,0240,0259,3,0150,110.00,32,비봉IC-매송IC,0,101
0150CZE315,3800.00,E,0259,0490,3,0150,100.00,33,매송IC-팔곡JC,0,101
0150CZE320,5120.00,E,0490,0319,3,0150,100.00,34,팔곡JC-안산JC,0,101
0150CZE330,1410.00,E,0319,0330,3,0150,100.00,35,안산JC-서서울TG,0,101
0150CZE340,1480.00,E,0330,0316,3,0150,100.00,36,서서울TG-조남JC,0,101
0150CZE350,3160.00,E,0316,0315,3,0150,100.00,37,조남JC-목감IC,0,101
0150CZE360,1150.00,E,0315,0278,4,0150,100.00,38,목감IC-광명역IC,0,101
0150CZE370,2670.00,E,0278,0324,4,0150,100.00,39,광명역IC-일직JC,0,101
0150CZE380,4200.00,E,0324,0231,2,0150,100.00,40,일직JC-금천IC,0,101
0150CZE390,440.00,E,0231,0493,2,0150,100.00,41,금천IC-서해안선종점,0,101
0150CZS005,260.00,S,0192,0492,2,0150,110.00,41,목포IC-서해안선시점,0,101
0150CZS010,6000.00,S,0193,0192,2,0150,110.00,40,일로IC-목포IC,0,101
0150CZS020,1040.00,S,0208,0193,2,0150,110.00,39,목포TG-일로IC,0,101
0150CZS030,16240.00,S,0194,0208,2,0150,110.00,38,무안IC-목포TG,0,101
0150CZS040,2460.00,S,0377,0194,2,0150,110.00,37,함평JC-무안IC,0,101
0150CZS050,7810.00,S,0195,0377,2,0150,110.00,36,함평IC-함평JC,0,101
0150CZS060,24330.00,S,0201,0195,2,0150,110.00,35,영광IC-함평IC,0,101
0150CZS070,14790.00,S,0373,0201,2,0150,110.00,34,고창JC-영광IC,0,101
0150CZS080,4010.00,S,0178,0373,2,0150,110.00,33,고창IC-고창JC,0,101
0150CZS090,7910.00,S,0180,0178,2,0150,110.00,32,선운산IC-고창IC,0,101
0150CZS100,9870.00,S,0230,0180,2,0150,110.00,31,줄포IC-선운산IC,0,101
0150CZS110,16180.00,S,0183,0230,2,0150,110.00,30,부안IC-줄포IC,0,101
0150CZS120,13930.00,S,0187,0183,2,0150,110.00,29,서김제IC-부안IC,0,101
0150CZS130,12550.00,S,0205,0187,2,0150,110.00,28,동군산IC-서김제IC,0,101
0150CZS140,8400.00,S,0206,0205,2,0150,110.00,27,군산IC-동군산IC,0,101
0150CZS150,6220.00,S,0417,0206,2,0150,110.00,26,동서천JC-군산IC,0,101
0150CZS160,8990.00,S,0169,0417,2,0150,110.00,25,서천IC-동서천JC,0,101
0150CZS170,11910.00,S,0088,0169,2,0150,110.00,24,춘장대IC-서천IC,0,101
0150CZS180,8710.00,S,0086,0088,2,0150,110.00,23,무창포IC-춘장대IC,0,101
0150CZS190,11990.00,S,0092,0086,2,0150,110.00,22,대천IC-무창포IC,0,101
0150CZS200,19720.00,S,0094,0092,2,0150,110.00,21,광천IC-대천IC,0,101
0150CZS210,10800.00,S,0045,0094,2,0150,110.00,20,홍성IC-광천IC,0,101
0150CZS220,13680.00,S,0047,0045,2,0150,110.00,19,해미IC-홍성IC,0,101
0150CZS230,10720.00,S,0051,0047,2,0150,110.00,18,서산IC-해미IC,0,101
0150CZS240,6580.00,S,0053,0051,2,0150,110.00,17,당진JC-서산IC,0,101
0150CZS250,9370.00,S,0054,0053,3,0150,110.00,16,당진IC-당진JC,0,101
0150CZS260,8070.00,S,0055,0054,3,0150,110.00,15,송악IC-당진IC,0,101
0150CZS270,12640.00,S,0299,0055,3,0150,110.00,14,서평택IC-송악IC,0,101
0150CZS280,6530.00,S,0303,0299,3,0150,110.00,13,서평택JC-서평택IC,0,101
0150CZS290,7820.00,S,0245,0303,3,0150,110.00,12,발안IC-서평택JC,0,101
0150CZS300,13620.00,S,0240,0245,3,0150,110.00,11,비봉IC-발안IC,0,101
0150CZS310,4020.00,S,0259,0240,3,0150,110.00,10,매송IC-비봉IC,0,101
0150CZS315,3800.00,S,0490,0259,3,0150,100.00,9,팔곡JC-매송IC,0,101
0150CZS320,5120.00,S,0319,0490,3,0150,100.00,8,안산JC-팔곡JC,0,101
0150CZS330,1410.00,S,0330,0319,3,0150,100.00,7,서서울TG-안산JC,0,101
0150CZS340,1480.00,S,0316,0330,3,0150,100.00,6,조남JC-서서울TG,0,101
0150CZS350,3160.00,S,0315,0316,3,0150,100.00,5,목감IC-조남JC,0,101
0150CZS360,1150.00,S,0278,0315,4,0150,100.00,4,광명역IC-목감IC,0,101
0150CZS370,2670.00,S,0324,0278,4,0150,100.00,3,일직JC-광명역IC,0,101
0150CZS380,4200.00,S,0231,0324,2,0150,100.00,2,금천IC-일직JC,0,101
0150CZS390,440.00,S,0493,0231,2,0150,100.00,1,서해안선종점-금천IC,0,101
0153CZE010,10700.00,E,0303,0566,2,0153,100.00,1,서평택JC-조암IC,0,109
0153CZE020,11600.00,E,0566,0567,2,0153,100.00,2,조암IC-송산마도IC,0,109
0153CZE030,13900.00,E,0567,0568,2,0153,100.00,3,송산마도IC-남안산IC,0,109
0153CZE040,3800.00,E,0568,0569,2,0153,100.00,4,남안산IC-군자JC,0,109
0153CZS010,10700.00,S,0566,0303,2,0153,100.00,4,조암IC-서평택JC,0,109
0153CZS020,11600.00,S,0567,0566,2,0153,100.00,3,송산마도IC-조암IC,0,109
0153CZS030,13900.00,S,0568,0567,2,0153,100.00,2,남안산IC-송산마도IC,0,109
0153CZS040,3800.00,S,0569,0568,2,0153,100.00,1,군자JC-남안산IC,0,109
0160CZE010,12000.00,E,0204,0405,2,0160,100.00,1,언양JC-울산JCT,0,101
0160CZE020,800.00,E,0405,0443,2,0160,100.00,2,울산JCT-울산TG,0,101
0160CZE030,200.00,E,0443,0444,2,0160,100.00,3,울산TG-울산IC,0,101
0160CZS010,12000.00,S,0405,0204,2,0160,100.00,3,울산JCT-언양JC,0,101
0160CZS020,800.00,S,0443,0405,2,0160,100.00,2,울산TG-울산JCT,0,101
0160CZS030,200.00,S,0444,0443,2,0160,100.00,1,울산IC-울산TG,0,101
0170CZE010,2600.00,E,0427,0433,3,0170,100.00,1,오성IC-평택JC,0,108
0170CZE020,2740.00,E,0433,0429,3,0170,100.00,2,평택JC-어연IC,0,108
0170CZE030,1060.00,E,0429,0465,3,0170,100.00,3,어연IC-북평택TG,0,108
0170CZE040,7350.00,E,0465,0430,3,0170,100.00,4,북평택TG-향남IC,0,108
0170CZE050,5340.00,E,0430,0431,3,0170,100.00,5,향남IC-서오산JC,0,108
0170CZE060,2730.00,E,0431,0425,3,0170,100.00,6,서오산JC-정남IC,0,108
0170CZE070,3180.00,E,0425,0473,3,0170,100.00,7,정남IC-봉담TG,0,108
0170CZE080,2630.00,E,0473,0424,3,0170,100.00,8,봉담TG-봉담IC,0,108
0170CZE110,6300.00,E,0424,0585,2,0170,100.00,9,봉담IC-금곡IC,0,108
0170CZE120,1700.00,E,0585,0586,3,0170,100.00,10,금곡IC-동안산IC,0,108
0170CZE130,2600.00,E,0586,0587,3,0170,100.00,11,동안산IC-남군포IC,0,108
0170CZE140,9400.00,E,0587,0588,3,0170,100.00,12,남군포IC-동시흥JC,0,108
0170CZE150,12400.00,E,0588,0589,3,0170,100.00,13,동시흥JC-남광명JC,0,108
0170CZE160,4800.00,E,0589,0590,2,0170,100.00,14,남광명JC-소하IC,0,108
0170CZS010,2600.00,S,0433,0427,3,0170,100.00,14,평택JC-오성IC,0,108
0170CZS020,2740.00,S,0429,0433,3,0170,100.00,13,어연IC-평택JC,0,108
0170CZS030,1060.00,S,0465,0429,3,0170,100.00,12,북평택TG-어연IC,0,108
0170CZS040,7350.00,S,0430,0465,3,0170,100.00,11,향남IC-북평택TG,0,108
